,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DepDateTime,DepHour,DepDelay_30min,ArrDelay_30min,airport_Origin,lat_Origin,long_Origin,airport_Dest,lat_Dest,long_Dest,YearMon
6752491,2008,5,23,5,907.0,910,1019.0,1015,9E,4718,87839E,72.0,65.0,44.0,4.0,-3.0,MSP,FAR,223,8.0,20.0,0,,0,,,,,,2008-05-23,"[900, 1000)","[-30, 0)","[0, 30)",Minneapolis-St Paul Intl,44.88054694,-93.2169225,Hector International,46.91934889,-96.81498889,2008-05-01
1044129,2008,3,12,3,620.0,627,927.0,921,UA,594,N830UA,127.0,114.0,85.0,6.0,-7.0,ORD,ATL,606,6.0,36.0,0,,0,,,,,,2008-03-12,"[600, 700)","[-30, 0)","[0, 30)",Chicago O'Hare International,41.979595,-87.90446417,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-03-01
5215709,2008,7,24,4,833.0,835,931.0,940,WN,711,N799SW,58.0,65.0,45.0,-9.0,-2.0,LAS,BUR,223,3.0,10.0,0,,0,,,,,,2008-07-24,"[800, 900)","[-30, 0)","[-30, 0)",McCarran International,36.08036111,-115.15233329999998,Burbank-Glendale-Pasadena,34.20061917,-118.3584969,2008-07-01
2016343,2008,4,24,4,1632.0,1630,2103.0,2100,AA,742,N3BFAA,211.0,210.0,180.0,3.0,2.0,DFW,LGA,1389,9.0,22.0,0,,0,,,,,,2008-04-24,"[1600, 1700)","[0, 30)","[0, 30)",Dallas-Fort Worth International,32.89595056,-97.0372,LaGuardia,40.77724306,-73.87260917,2008-04-01
2180366,2008,4,11,5,1119.0,1120,1636.0,1650,F9,448,N948FR,197.0,210.0,179.0,-14.0,-1.0,DEN,PHL,1557,9.0,9.0,0,,0,,,,,,2008-04-11,"[1100, 1200)","[-30, 0)","[-30, 0)",Denver Intl,39.85840806,-104.6670019,Philadelphia Intl,39.87195278,-75.24114083,2008-04-01
1907851,2008,5,19,1,1640.0,1610,1855.0,1858,OH,5436,N656CA,135.0,168.0,117.0,-3.0,30.0,LGA,JAX,834,4.0,14.0,0,,0,,,,,,2008-05-19,"[1600, 1700)","[30, 60)","[-30, 0)",LaGuardia,40.77724306,-73.87260917,Jacksonville International,30.49405556,-81.68786111,2008-05-01
5435367,2008,1,23,3,700.0,705,949.0,953,UA,1226,N565UA,109.0,108.0,83.0,-4.0,-5.0,ORD,BWI,622,4.0,22.0,0,,0,,,,,,2008-01-23,"[700, 800)","[-30, 0)","[-30, 0)",Chicago O'Hare International,41.979595,-87.90446417,Baltimore-Washington International,39.17540167,-76.66819833,2008-01-01
2729372,2008,1,17,4,1050.0,1054,1218.0,1220,UA,888,N346UA,88.0,86.0,56.0,-2.0,-4.0,SFO,LAX,337,7.0,25.0,0,,0,,,,,,2008-01-17,"[1000, 1100)","[-30, 0)","[-30, 0)",San Francisco International,37.61900194,-122.3748433,Los Angeles International,33.94253611,-118.40807439999999,2008-01-01
3577156,2008,5,22,4,814.0,820,928.0,945,WN,2190,N214WN,74.0,85.0,60.0,-17.0,-6.0,SFO,SAN,447,3.0,11.0,0,,0,,,,,,2008-05-22,"[800, 900)","[-30, 0)","[-30, 0)",San Francisco International,37.61900194,-122.3748433,San Diego International-Lindbergh ,32.73355611,-117.1896567,2008-05-01
6449700,2008,4,30,3,1511.0,1515,1551.0,1552,HA,183,N487HA,40.0,37.0,20.0,-1.0,-4.0,HNL,LIH,102,6.0,14.0,0,,0,,,,,,2008-04-30,"[1500, 1600)","[-30, 0)","[-30, 0)",Honolulu International,21.31869111,-157.92240719999998,Lihue,21.97598306,-159.3389581,2008-04-01
4754917,2008,4,23,3,657.0,705,1131.0,1150,AA,865,N559AA,154.0,165.0,131.0,-19.0,-8.0,LAS,DFW,1055,9.0,14.0,0,,0,,,,,,2008-04-23,"[600, 700)","[-30, 0)","[-30, 0)",McCarran International,36.08036111,-115.15233329999998,Dallas-Fort Worth International,32.89595056,-97.0372,2008-04-01
6181168,2008,3,21,5,25.0,2351,230.0,203,YV,2945,N922FJ,125.0,132.0,99.0,27.0,34.0,LAS,EUG,699,5.0,21.0,0,,0,27.0,0.0,0.0,0.0,0.0,2008-03-21,"[0, 100)","[30, 60)","[0, 30)",McCarran International,36.08036111,-115.15233329999998,Mahlon Sweet ,44.123259999999995,-123.21868559999999,2008-03-01
5641925,2008,12,12,5,,655,,935,WN,16,,,220.0,,,,BWI,HOU,1246,,,1,A,0,,,,,,2008-12-12,,,,Baltimore-Washington International,39.17540167,-76.66819833,William P Hobby,29.64541861,-95.27888889,2008-12-01
4715302,2008,1,11,5,2000.0,2005,2213.0,2220,AA,1636,N218AA,133.0,135.0,110.0,-7.0,-5.0,DFW,MSP,852,5.0,18.0,0,,0,,,,,,2008-01-11,"[2000, 2100)","[-30, 0)","[-30, 0)",Dallas-Fort Worth International,32.89595056,-97.0372,Minneapolis-St Paul Intl,44.88054694,-93.2169225,2008-01-01
5681852,2008,1,9,3,1934.0,1935,17.0,2358,F9,612,N921FR,163.0,143.0,114.0,19.0,-1.0,DEN,IND,977,11.0,38.0,0,,0,0.0,0.0,19.0,0.0,0.0,2008-01-09,"[1900, 2000)","[-30, 0)","[0, 30)",Denver Intl,39.85840806,-104.6670019,Indianapolis International,39.71732917,-86.29438417,2008-01-01
5316910,2008,8,8,5,1612.0,1614,1945.0,1918,CO,1854,N37409,213.0,184.0,148.0,27.0,-2.0,EWR,PBI,1024,5.0,60.0,0,,0,0.0,0.0,27.0,0.0,0.0,2008-08-08,"[1600, 1700)","[-30, 0)","[0, 30)",Newark Intl,40.69249722,-74.16866056,Palm Beach International,26.68316194,-80.09559417,2008-08-01
1271426,2008,3,29,6,615.0,620,747.0,755,EV,4803,N686BR,92.0,95.0,70.0,-8.0,-5.0,CHO,ATL,457,10.0,12.0,0,,0,,,,,,2008-03-29,"[600, 700)","[-30, 0)","[-30, 0)",Charlottesville-Albermarle,38.13863889,-78.45286111,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-03-01
5418808,2008,9,28,7,1705.0,1705,1826.0,1815,WN,2223,N478WN,81.0,70.0,71.0,11.0,0.0,BUF,BWI,281,2.0,8.0,0,,0,,,,,,2008-09-28,"[1700, 1800)","[0, 30)","[0, 30)",Buffalo Niagara Intl,42.94052472,-78.73216667,Baltimore-Washington International,39.17540167,-76.66819833,2008-09-01
12384,2008,2,7,4,1010.0,1015,1059.0,1105,WN,3745,N636WN,49.0,50.0,39.0,-6.0,-5.0,PBI,TPA,174,3.0,7.0,0,,0,,,,,,2008-02-07,"[1000, 1100)","[-30, 0)","[-30, 0)",Palm Beach International,26.68316194,-80.09559417,Tampa International ,27.97547222,-82.53325,2008-02-01
6781505,2008,10,27,1,1330.0,1335,1455.0,1450,MQ,3609,N640MQ,85.0,75.0,58.0,5.0,-5.0,DFW,SGF,364,7.0,20.0,0,,0,,,,,,2008-10-27,"[1300, 1400)","[-30, 0)","[0, 30)",Dallas-Fort Worth International,32.89595056,-97.0372,Springfield-Branson Regional,37.24432611,-93.38685806,2008-10-01
137794,2008,3,10,1,634.0,635,743.0,750,WN,3424,N442WN,69.0,75.0,49.0,-7.0,-1.0,SAN,LAS,258,6.0,14.0,0,,0,,,,,,2008-03-10,"[600, 700)","[-30, 0)","[-30, 0)",San Diego International-Lindbergh ,32.73355611,-117.1896567,McCarran International,36.08036111,-115.15233329999998,2008-03-01
1795516,2008,7,2,3,646.0,640,810.0,811,NW,223,N325US,84.0,91.0,66.0,-1.0,6.0,DCA,DTW,405,7.0,11.0,0,,0,,,,,,2008-07-02,"[600, 700)","[0, 30)","[-30, 0)",Ronald Reagan Washington National,38.85208333,-77.03772222,Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,2008-07-01
4756530,2008,8,1,5,1609.0,1605,2044.0,2050,AA,892,N5ELAA,155.0,165.0,131.0,-6.0,4.0,LAS,DFW,1055,10.0,14.0,0,,0,,,,,,2008-08-01,"[1600, 1700)","[0, 30)","[-30, 0)",McCarran International,36.08036111,-115.15233329999998,Dallas-Fort Worth International,32.89595056,-97.0372,2008-07-01
4432346,2008,6,7,6,1621.0,1630,1901.0,1911,FL,1904,N945AT,100.0,101.0,86.0,-10.0,-9.0,GPT,FLL,620,4.0,10.0,0,,0,,,,,,2008-06-07,"[1600, 1700)","[-30, 0)","[-30, 0)",Gulfport-Biloxi Regional,30.40728028,-89.07009278,Fort Lauderdale-Hollywood Int'l,26.07258333,-80.15275,2008-06-01
4404269,2008,4,25,5,1243.0,1245,1333.0,1340,WN,561,N770SA,50.0,55.0,35.0,-7.0,-2.0,TPA,FLL,197,4.0,11.0,0,,0,,,,,,2008-04-25,"[1200, 1300)","[-30, 0)","[-30, 0)",Tampa International ,27.97547222,-82.53325,Fort Lauderdale-Hollywood Int'l,26.07258333,-80.15275,2008-04-01
6121355,2008,10,6,1,636.0,635,806.0,815,WN,1921,N380SW,90.0,100.0,78.0,-9.0,1.0,DAL,STL,546,3.0,9.0,0,,0,,,,,,2008-10-06,"[600, 700)","[0, 30)","[-30, 0)",Dallas Love ,32.84711389,-96.85177222,Lambert-St Louis International,38.74768694,-90.35998972,2008-10-01
1987640,2008,9,22,1,649.0,650,833.0,759,DL,1940,N909DE,104.0,69.0,48.0,34.0,-1.0,DCA,LGA,214,5.0,51.0,0,,0,0.0,0.0,34.0,0.0,0.0,2008-09-22,"[600, 700)","[-30, 0)","[30, 60)",Ronald Reagan Washington National,38.85208333,-77.03772222,LaGuardia,40.77724306,-73.87260917,2008-09-01
789180,2008,9,20,6,527.0,525,626.0,620,XE,2919,N11565,59.0,55.0,39.0,6.0,2.0,LFT,IAH,201,6.0,14.0,0,,0,,,,,,2008-09-20,"[500, 600)","[0, 30)","[0, 30)",Lafayette Regional,30.20527972,-91.987655,George Bush Intercontinental,29.98047222,-95.33972222,2008-09-01
5413508,2008,1,22,2,1724.0,1725,2004.0,2015,WN,3656,N634SW,100.0,110.0,89.0,-11.0,-1.0,BHM,BWI,682,4.0,7.0,0,,0,,,,,,2008-01-22,"[1700, 1800)","[-30, 0)","[-30, 0)",Birmingham International,33.56294306,-86.75354972,Baltimore-Washington International,39.17540167,-76.66819833,2008-01-01
6204874,2008,8,19,2,836.0,816,946.0,929,OO,5800,N969SW,70.0,73.0,48.0,17.0,20.0,SFO,MFR,329,4.0,18.0,0,,0,17.0,0.0,0.0,0.0,0.0,2008-08-19,"[800, 900)","[0, 30)","[0, 30)",San Francisco International,37.61900194,-122.3748433,Rogue Valley International,42.37422778,-122.8734978,2008-08-01
926926,2008,6,6,5,2023.0,2025,2226.0,2243,US,1469,N715UW,123.0,138.0,99.0,-17.0,-2.0,PHL,ATL,665,8.0,16.0,0,,0,,,,,,2008-06-06,"[2000, 2100)","[-30, 0)","[-30, 0)",Philadelphia Intl,39.87195278,-75.24114083,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-06-01
3601980,2008,7,9,3,2104.0,2100,2211.0,2225,WN,544,N396SW,127.0,145.0,109.0,-14.0,4.0,DEN,SAN,853,4.0,14.0,0,,0,,,,,,2008-07-09,"[2100, 2200)","[0, 30)","[-30, 0)",Denver Intl,39.85840806,-104.6670019,San Diego International-Lindbergh ,32.73355611,-117.1896567,2008-07-01
4419137,2008,6,14,6,1530.0,1529,1845.0,1831,CO,1601,N37298,195.0,182.0,145.0,14.0,1.0,EWR,FLL,1065,10.0,40.0,0,,0,,,,,,2008-06-14,"[1500, 1600)","[0, 30)","[0, 30)",Newark Intl,40.69249722,-74.16866056,Fort Lauderdale-Hollywood Int'l,26.07258333,-80.15275,2008-06-01
2292300,2008,9,25,4,2215.0,2215,45.0,2338,OH,6708,N518CA,150.0,83.0,28.0,67.0,0.0,JFK,PVD,144,5.0,117.0,0,,0,0.0,0.0,67.0,0.0,0.0,2008-09-25,"[2200, 2300)","[0, 30)","[60, 90)",John F Kennedy Intl,40.63975111,-73.77892556,Theodore F Green State,41.72399917,-71.42822111,2008-09-01
2243688,2008,2,8,5,2134.0,2137,2258.0,2239,NW,1756,N401EA,84.0,62.0,38.0,19.0,-3.0,DTW,PIT,201,9.0,37.0,0,,0,0.0,0.0,19.0,0.0,0.0,2008-02-08,"[2100, 2200)","[-30, 0)","[0, 30)",Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,Pittsburgh International,40.49146583,-80.23287083,2008-02-01
1168422,2008,5,4,7,1437.0,1445,1742.0,1755,DL,62,N918DE,125.0,130.0,96.0,-13.0,-8.0,DFW,ATL,732,12.0,17.0,0,,0,,,,,,2008-05-04,"[1400, 1500)","[-30, 0)","[-30, 0)",Dallas-Fort Worth International,32.89595056,-97.0372,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-05-01
2431723,2008,6,9,1,1500.0,1500,1645.0,1640,OH,5171,N408CA,105.0,100.0,85.0,5.0,0.0,CVG,SYR,527,6.0,14.0,0,,0,,,,,,2008-06-09,"[1500, 1600)","[0, 30)","[0, 30)",Cincinnati Northern Kentucky Intl,39.04614278,-84.6621725,Syracuse-Hancock Intl,43.11118694,-76.10631056,2008-06-01
6630178,2008,6,16,1,1926.0,1930,2301.0,2300,MQ,3781,N942AE,155.0,150.0,133.0,1.0,-4.0,DFW,GRR,931,4.0,18.0,0,,0,,,,,,2008-06-16,"[1900, 2000)","[-30, 0)","[0, 30)",Dallas-Fort Worth International,32.89595056,-97.0372,Kent County International,42.88081972,-85.52276778,2008-06-01
3547998,2008,8,12,2,838.0,838,938.0,945,MQ,3047,N250AE,60.0,67.0,34.0,-7.0,0.0,LAX,SAN,109,7.0,19.0,0,,0,,,,,,2008-08-12,"[800, 900)","[0, 30)","[-30, 0)",Los Angeles International,33.94253611,-118.40807439999999,San Diego International-Lindbergh ,32.73355611,-117.1896567,2008-08-01
2801125,2008,11,4,2,939.0,940,1301.0,1312,CO,302,N37277,382.0,392.0,333.0,-11.0,-1.0,EWR,LAX,2454,9.0,40.0,0,,0,,,,,,2008-11-04,"[900, 1000)","[-30, 0)","[-30, 0)",Newark Intl,40.69249722,-74.16866056,Los Angeles International,33.94253611,-118.40807439999999,2008-11-01
3865435,2008,10,22,3,601.0,600,909.0,907,UA,1442,N490UA,128.0,127.0,106.0,2.0,1.0,RNO,DEN,804,6.0,16.0,0,,0,,,,,,2008-10-22,"[600, 700)","[0, 30)","[0, 30)",Reno/Tahoe International,39.49857611,-119.76806470000001,Denver Intl,39.85840806,-104.6670019,2008-10-01
982139,2008,11,7,5,1908.0,1900,2054.0,2036,DL,896,N662DN,106.0,96.0,73.0,18.0,8.0,TPA,ATL,406,20.0,13.0,0,,0,0.0,0.0,10.0,0.0,8.0,2008-11-07,"[1900, 2000)","[0, 30)","[0, 30)",Tampa International ,27.97547222,-82.53325,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-11-01
4726515,2008,3,23,7,1731.0,1728,1932.0,1955,NW,183,N372NW,181.0,207.0,144.0,-23.0,3.0,JFK,MSP,1028,7.0,30.0,0,,0,,,,,,2008-03-23,"[1700, 1800)","[0, 30)","[-30, 0)",John F Kennedy Intl,40.63975111,-73.77892556,Minneapolis-St Paul Intl,44.88054694,-93.2169225,2008-03-01
4517346,2008,2,26,2,1525.0,1535,1821.0,1820,B6,290,N564JB,116.0,105.0,92.0,1.0,-10.0,SFO,SLC,599,5.0,19.0,0,,0,,,,,,2008-02-26,"[1500, 1600)","[-30, 0)","[0, 30)",San Francisco International,37.61900194,-122.3748433,Salt Lake City Intl,40.78838778,-111.9777731,2008-02-01
392683,2008,7,2,3,822.0,825,1418.0,1425,WN,2545,N612SW,236.0,240.0,223.0,-7.0,-3.0,LAX,MDW,1750,4.0,9.0,0,,0,,,,,,2008-07-02,"[800, 900)","[-30, 0)","[-30, 0)",Los Angeles International,33.94253611,-118.40807439999999,Chicago Midway,41.7859825,-87.75242444,2008-07-01
331910,2008,5,28,3,1320.0,1315,1639.0,1638,CO,786,N57863,139.0,143.0,119.0,1.0,5.0,IAH,MCO,853,5.0,15.0,0,,0,,,,,,2008-05-28,"[1300, 1400)","[0, 30)","[0, 30)",George Bush Intercontinental,29.98047222,-95.33972222,Orlando International,28.42888889,-81.31602778,2008-05-01
4575760,2008,8,8,5,1123.0,1136,1235.0,1248,OO,4149,N431SW,72.0,72.0,48.0,-13.0,-13.0,COD,SLC,298,8.0,16.0,0,,0,,,,,,2008-08-08,"[1100, 1200)","[-30, 0)","[-30, 0)",Yellowstone Regional,44.52019417,-109.02379609999998,Salt Lake City Intl,40.78838778,-111.9777731,2008-08-01
6784714,2008,3,21,5,1109.0,1115,1200.0,1208,UA,135,N822UA,51.0,53.0,38.0,-8.0,-6.0,DEN,GUC,152,4.0,9.0,0,,0,,,,,,2008-03-21,"[1100, 1200)","[-30, 0)","[-30, 0)",Denver Intl,39.85840806,-104.6670019,Gunnison County,38.53396333,-106.9331817,2008-03-01
1583912,2008,5,3,6,1411.0,1415,2133.0,2127,US,790,N929UW,262.0,252.0,207.0,6.0,-4.0,LAS,CLT,1916,7.0,48.0,0,,0,,,,,,2008-05-03,"[1400, 1500)","[-30, 0)","[0, 30)",McCarran International,36.08036111,-115.15233329999998,Charlotte/Douglas International,35.21401111,-80.94312583,2008-05-01
362413,2008,11,22,6,740.0,745,1053.0,1110,AA,1734,N487AA,133.0,145.0,120.0,-17.0,-5.0,DFW,MCO,984,4.0,9.0,0,,0,,,,,,2008-11-22,"[700, 800)","[-30, 0)","[-30, 0)",Dallas-Fort Worth International,32.89595056,-97.0372,Orlando International,28.42888889,-81.31602778,2008-11-01
3271746,2008,12,30,2,1153.0,1125,1318.0,1305,WN,2588,N713SW,85.0,100.0,67.0,13.0,28.0,SAN,SFO,447,4.0,14.0,0,,0,,,,,,2008-12-30,"[1100, 1200)","[0, 30)","[0, 30)",San Diego International-Lindbergh ,32.73355611,-117.1896567,San Francisco International,37.61900194,-122.3748433,2008-12-01
5882452,2008,12,14,7,2207.0,2111,4.0,2253,US,587,N633AW,177.0,162.0,133.0,71.0,56.0,PHX,GEG,1020,7.0,37.0,0,,0,6.0,0.0,15.0,0.0,50.0,2008-12-14,"[2200, 2300)","[30, 60)","[60, 90)",Phoenix Sky Harbor International,33.43416667,-112.00805559999999,Spokane Intl,47.61985556,-117.5338425,2008-12-01
294151,2008,2,8,5,1249.0,1250,1547.0,1555,WN,1846,N758SW,178.0,185.0,164.0,-8.0,-1.0,ALB,MCO,1073,6.0,8.0,0,,0,,,,,,2008-02-08,"[1200, 1300)","[-30, 0)","[-30, 0)",Albany Cty,42.74811944,-73.80297861,Orlando International,28.42888889,-81.31602778,2008-02-01
2522281,2008,2,20,3,636.0,635,1002.0,845,MQ,4081,N622AE,146.0,70.0,55.0,77.0,1.0,ORD,CVG,264,5.0,86.0,0,,0,0.0,0.0,77.0,0.0,0.0,2008-02-20,"[600, 700)","[0, 30)","[60, 90)",Chicago O'Hare International,41.979595,-87.90446417,Cincinnati Northern Kentucky Intl,39.04614278,-84.6621725,2008-02-01
4454654,2008,6,4,3,748.0,755,1127.0,1140,AA,891,N5CRAA,219.0,225.0,205.0,-13.0,-7.0,IAD,SJU,1571,3.0,11.0,0,,0,,,,,,2008-06-04,"[700, 800)","[-30, 0)","[-30, 0)",Washington Dulles International,38.94453194,-77.45580972,Luis Munoz Marin International,18.43941667,-66.00183333,2008-06-01
5694270,2008,10,11,6,1239.0,1245,1553.0,1559,XE,2282,N18556,134.0,134.0,114.0,-6.0,-6.0,IAH,IND,845,8.0,12.0,0,,0,,,,,,2008-10-11,"[1200, 1300)","[-30, 0)","[-30, 0)",George Bush Intercontinental,29.98047222,-95.33972222,Indianapolis International,39.71732917,-86.29438417,2008-10-01
834543,2008,1,25,5,741.0,750,922.0,857,XE,2098,N14522,101.0,67.0,80.0,25.0,-9.0,LRD,IAH,301,9.0,12.0,0,,0,0.0,0.0,25.0,0.0,0.0,2008-01-25,"[700, 800)","[-30, 0)","[0, 30)",Laredo International,27.54373861,-99.46154361,George Bush Intercontinental,29.98047222,-95.33972222,2008-01-01
1876018,2008,10,29,3,1020.0,1025,1331.0,1335,MQ,3745,N925MQ,131.0,130.0,114.0,-4.0,-5.0,DFW,GSP,862,1.0,16.0,0,,0,,,,,,2008-10-29,"[1000, 1100)","[-30, 0)","[-30, 0)",Dallas-Fort Worth International,32.89595056,-97.0372,Greenville-Spartanburg,34.89566722,-82.21885833,2008-10-01
4620290,2008,2,20,3,956.0,1005,1525.0,1534,NW,306,N526US,209.0,209.0,179.0,-9.0,-9.0,LAX,MSP,1536,8.0,22.0,0,,0,,,,,,2008-02-20,"[900, 1000)","[-30, 0)","[-30, 0)",Los Angeles International,33.94253611,-118.40807439999999,Minneapolis-St Paul Intl,44.88054694,-93.2169225,2008-02-01
6360354,2008,2,9,6,1025.0,1030,1100.0,1102,YV,1003,N646BR,35.0,32.0,22.0,-2.0,-5.0,OGG,HNL,100,6.0,7.0,0,,0,,,,,,2008-02-09,"[1000, 1100)","[-30, 0)","[-30, 0)",Kahului,20.89864972,-156.43045780000003,Honolulu International,21.31869111,-157.92240719999998,2008-02-01
493995,2008,9,1,1,1125.0,1135,1406.0,1432,B6,544,N656JB,161.0,177.0,142.0,-26.0,-10.0,PBI,EWR,1024,9.0,10.0,0,,0,,,,,,2008-09-01,"[1100, 1200)","[-30, 0)","[-30, 0)",Palm Beach International,26.68316194,-80.09559417,Newark Intl,40.69249722,-74.16866056,2008-08-01
3697402,2008,12,21,7,1833.0,1800,1954.0,1920,WN,3604,N379SW,81.0,80.0,69.0,34.0,33.0,LAX,OAK,337,5.0,7.0,0,,0,5.0,0.0,1.0,0.0,28.0,2008-12-21,"[1800, 1900)","[30, 60)","[30, 60)",Los Angeles International,33.94253611,-118.40807439999999,Metropolitan Oakland International,37.72129083,-122.22071670000001,2008-12-01
766112,2008,1,30,3,1353.0,1355,1707.0,1714,UA,848,N350UA,134.0,139.0,118.0,-7.0,-2.0,DEN,IAH,861,6.0,10.0,0,,0,,,,,,2008-01-30,"[1300, 1400)","[-30, 0)","[-30, 0)",Denver Intl,39.85840806,-104.6670019,George Bush Intercontinental,29.98047222,-95.33972222,2008-01-01
3857897,2008,5,23,5,1859.0,1858,2146.0,2150,US,493,N309AW,107.0,112.0,79.0,-4.0,1.0,PHX,DEN,602,7.0,21.0,0,,0,,,,,,2008-05-23,"[1800, 1900)","[0, 30)","[-30, 0)",Phoenix Sky Harbor International,33.43416667,-112.00805559999999,Denver Intl,39.85840806,-104.6670019,2008-05-01
2830581,2008,7,25,5,1650.0,1650,1753.0,1755,AA,633,N5CTAA,183.0,185.0,156.0,-2.0,0.0,DFW,LAX,1235,12.0,15.0,0,,0,,,,,,2008-07-25,"[1600, 1700)","[0, 30)","[-30, 0)",Dallas-Fort Worth International,32.89595056,-97.0372,Los Angeles International,33.94253611,-118.40807439999999,2008-07-01
6706922,2008,4,23,3,658.0,700,752.0,757,AS,181,N644AS,54.0,57.0,41.0,-5.0,-2.0,ANC,FAI,261,2.0,11.0,0,,0,,,,,,2008-04-23,"[600, 700)","[-30, 0)","[-30, 0)",Ted Stevens Anchorage International,61.17432028,-149.9961856,Fairbanks International,64.8136775,-147.8596694,2008-04-01
858430,2008,7,5,6,1629.0,1630,1958.0,1958,CO,1712,N33286,269.0,268.0,253.0,0.0,-1.0,SJU,IAH,2007,5.0,11.0,0,,0,,,,,,2008-07-05,"[1600, 1700)","[-30, 0)","[0, 30)",Luis Munoz Marin International,18.43941667,-66.00183333,George Bush Intercontinental,29.98047222,-95.33972222,2008-07-01
5497204,2008,2,14,4,741.0,730,834.0,819,NW,1424,N916RW,113.0,109.0,86.0,15.0,11.0,CMH,MEM,518,9.0,18.0,0,,0,11.0,0.0,4.0,0.0,0.0,2008-02-14,"[700, 800)","[0, 30)","[0, 30)",Port Columbus Intl,39.99798528,-82.89188278,Memphis International,35.04241667,-89.97666667,2008-02-01
1892701,2008,7,18,5,640.0,640,732.0,735,WN,2820,N414WN,52.0,55.0,39.0,-3.0,0.0,TPA,JAX,180,6.0,7.0,0,,0,,,,,,2008-07-18,"[600, 700)","[0, 30)","[-30, 0)",Tampa International ,27.97547222,-82.53325,Jacksonville International,30.49405556,-81.68786111,2008-07-01
648270,2008,12,15,1,1858.0,1855,2229.0,2240,CO,644,N32404,151.0,165.0,125.0,-11.0,3.0,IAH,CLE,1091,6.0,20.0,0,,0,,,,,,2008-12-15,"[1800, 1900)","[0, 30)","[-30, 0)",George Bush Intercontinental,29.98047222,-95.33972222,Cleveland-Hopkins Intl,41.41089417,-81.84939667,2008-12-01
3306377,2008,11,8,6,912.0,913,1142.0,1202,UA,207,N523UA,270.0,289.0,252.0,-20.0,-1.0,ORD,SFO,1846,5.0,13.0,0,,0,,,,,,2008-11-08,"[900, 1000)","[-30, 0)","[-30, 0)",Chicago O'Hare International,41.979595,-87.90446417,San Francisco International,37.61900194,-122.3748433,2008-11-01
5083651,2008,2,13,3,1125.0,1115,1608.0,1553,OH,5202,N676CA,223.0,218.0,188.0,15.0,10.0,AUS,JFK,1522,27.0,8.0,0,,0,0.0,0.0,15.0,0.0,0.0,2008-02-13,"[1100, 1200)","[0, 30)","[0, 30)",Austin-Bergstrom International,30.19453278,-97.66987194,John F Kennedy Intl,40.63975111,-73.77892556,2008-02-01
5557792,2008,2,10,7,1129.0,1130,1549.0,1545,FL,313,N169AT,200.0,195.0,174.0,4.0,-1.0,PHX,MKE,1460,6.0,20.0,0,,0,,,,,,2008-02-10,"[1100, 1200)","[-30, 0)","[0, 30)",Phoenix Sky Harbor International,33.43416667,-112.00805559999999,General Mitchell International,42.94722222,-87.89658333,2008-02-01
101757,2008,12,29,1,1153.0,1135,1356.0,1335,WN,3183,N798SW,243.0,240.0,226.0,21.0,18.0,MDW,LAS,1521,4.0,13.0,0,,0,15.0,0.0,3.0,0.0,3.0,2008-12-29,"[1100, 1200)","[0, 30)","[0, 30)",Chicago Midway,41.7859825,-87.75242444,McCarran International,36.08036111,-115.15233329999998,2008-12-01
342686,2008,5,4,7,2003.0,1955,2217.0,2215,US,1189,N443US,134.0,140.0,115.0,2.0,8.0,DCA,MCO,759,6.0,13.0,0,,0,,,,,,2008-05-04,"[2000, 2100)","[0, 30)","[0, 30)",Ronald Reagan Washington National,38.85208333,-77.03772222,Orlando International,28.42888889,-81.31602778,2008-05-01
1445631,2008,9,25,4,1055.0,1100,1348.0,1355,DL,1436,N954DL,173.0,175.0,148.0,-7.0,-5.0,MCO,BOS,1121,11.0,14.0,0,,0,,,,,,2008-09-25,"[1000, 1100)","[-30, 0)","[-30, 0)",Orlando International,28.42888889,-81.31602778,Gen Edw L Logan Intl,42.3643475,-71.00517917,2008-09-01
1101066,2008,9,25,4,1947.0,1900,2153.0,2140,AA,1297,N547AA,126.0,160.0,102.0,13.0,47.0,LGA,ATL,761,10.0,14.0,0,,0,,,,,,2008-09-25,"[1900, 2000)","[30, 60)","[0, 30)",LaGuardia,40.77724306,-73.87260917,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-09-01
915364,2008,3,23,7,2320.0,2320,619.0,622,DL,990,N390DA,239.0,242.0,221.0,-3.0,0.0,ONT,ATL,1900,5.0,13.0,0,,0,,,,,,2008-03-23,"[2300, 2400)","[0, 30)","[-30, 0)",Ontario International,34.056,-117.60119440000001,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-03-01
